organization_name,naics_code
London Health Sciences Centre,622111.0
Ontario Patient Transfer,485990.0
Smucker Foods Of Canada Co (Bicks Tank Farm),311420.0
Corporation of the County of Hastings,621911.0
Sun Media Corp (Ottawa Sun),511110.0
D Orazio Infastructure Group,237130.0
Prologix Distribution Services,414420.0
Denoble Homes/Stelar Properties Ltd,236110.0
Appleton Papers Canada Ltd,418210.0
Resolute FP Canada Inc,113311.0
Veolia ES Canada Industrial Services Inc.,561722.0
1230995 Ontario Inc. o/a Badger Daylighting,238990.0
I G Machine & Fibers Ltd,324122.0
North Centennial Manor Inc.,623310.0
Gabrielli Crane Erectors,238990.0
Lafarge Canada Inc.,327320.0
Parmalat Canada Inc.,311511.0
Corporation of The County of Brant,621911.0
Charron Transport Ltd,484210.0
Caressant Care Nursing and Retirement Homes (Cobden Retirement Home),623110.0
Signature Contractors Windsor Inc.,238910.0
G.E.M. Inc,238220.0
Co-Fo Concrete Forming,237990.0
Terex Earth Services,237990.0
Sanofi Pasteur Limited,325410.0
Gary Hodgson Plumbing Service Co,236110.0
Corporation of The City of Brantford,485110.0
Holiday Inn Select Toronto-Brampton,721111.0
Treasury Board of Canada,911910.0
"Hertz Canada, Ltd. Rent-A-Car Division",532111.0
Insulation Ltd,238140.0
Whitby Hydro Energy Corporation,221122.0
Losani Homes,238990.0
Canadian Nuclear Laboratories (CNL),541690.0
Karma Co-Operative Inc,445110.0
Weeneebayko Health Ahtuskaywin,622111.0
Rocco Carpentry & Construction Ltd,238130.0
Mitchell's Your Independent Grocer,445110.0
Ballycliffe Lodge Ltd,623110.0
OPGI Management Limited Partnership (Oxford),531310.0
Peel Interior Contracting,236220.0
1206731 Ontario Ltd O/A Rapid Drainage,237130.0
Avenue II Community Program Services (Thunder Bay) Inc,624120.0
Wellington Catholic District School Board,611110.0
Heathwood Homes Ltd,236110.0
National Capital Region YMCA-YWCA,624410.0
Union Gas Ltd,221210.0
Victorian Order of Nurses for Canada - Ontario Branch - Toronto-York Site,621610.0
Snap-On Tools of Canada Ltd.,333990.0
Nutra Services Inc. (operating at Manitoulin Lodge),722310.0
Curran Contractors Ltd.,238990.0
Carillion Services (Roh) Inc,561210.0
House of Commons,911910.0
Public Utilities Commission For The Municipality of Chatham-Kent,221310.0
Metro Ontario Inc. c.o.b. as Metro Island Park,445110.0
Nor Eng Construction & Engineering Inc,237110.0
D Thompson Rentals & Construction,237990.0
Brockville General Hospital,622111.0
"National Grocers Co Ltd,",413110.0
Hellenic Home for the Aged Inc,623110.0
Maiella Contracting Sewers & Watermain Ltd.,237110.0
Brookhaven Child Care Centre,624410.0
Corporation of the County of Haliburton,913910.0
Guelph Rest Home Partnership carrying on business as Heritage House,623310.0
"Revera Long Term Care Inc., operating as Reach View Village",623110.0
Independent Unionized Landscaping Contractors’ Association on behalf of Coulson Contracting Inc,238990.0
HCN-Revera Lessee (Victoria Place) LP,623310.0
657572 Ontario Inc (Double S Construction),237110.0
Corporation of Loyalist Township,913910.0
Durham Children's Aid Society,624110.0
Multi-Web Technologies Inc,313230.0
Hôpital Montfort,622111.0
United Steelworkers Local 6500,813930.0
Boldt Theile Inc,238160.0
Rogers Communications Partnership,517112.0
Extreme Crane Services Ltd,236.0
R.M Belanger Limited,238350.0
Exhibit Builders Group of Ontario on behalf of Northern Productions Inc.,238390.0
Skara Development Group Ltd,238130.0
Gatsteel Service Centre (A Division of Venture Steel),416210.0
R.A.B. Properties,531310.0
Community Advocacy & Legal Centre,541110.0
"Synagro Windsor, L.P.",221320.0
Kawartha Pine Ridge District School Board,611110.0
Hotz Environmental Services Inc.,562210.0
Q-West Contracting Group Ltd,237130.0
Michael Mechanical Services (Eastern) Ltd,238220.0
Canadian Pacific Railway Co,482113.0
Everest Restoration Limited,236110.0
Franze Concrete Ltd,237990.0
Communications Workers of America Canada,813930.0
Smith Bros Excavating (Windsor) Ltd,237990.0
Lilac Flooring Contractors Inc,238340.0
Earth Essentials Construction Corp.,238990.0
Corporation of Haldimand County,621911.0
Regional Municipality Of Niagara,623110.0
Cnim Canada Inc,238291.0
Tok Transit Limited,485110.0
Intercounty Milk Transport Inc.,484231.0
Corporation of the City of Quinte West,913140.0
Greater Essex County District School Board,611110.0
Norm Brandon Ltd,238990.0
Thunder Bay Regional Health Sciences Centre,622111.0
Sodexho Ms Canada Ltd,561722.0
Quantum Murray Materials Management LP,562210.0
Lake Excavating (St. Thomas) Inc.,237990.0
Concept Plastics Limited,326198.0
Refresco Canada Inc.,312110.0
Skf Canada Ltd,339990.0
Caressant Care Nursing & Retirement Homes Limited (Fergus Retirement Home),623310.0
Wycliffe Management,236110.0
Toronto Catholic District School Board,611110.0
Montana Renovating & Contracting Inc,238350.0
Children's Centre Thunder Bay,624110.0
Unifor Local 27,813930.0
Hand Association of Sewer Watermain And Road Contractors,237990.0
Vermont Square Nursing Home,623110.0
Aramark Canada Ltd.,722310.0
Children's Aid Society of Ottawa,624110.0
"Ottawa Citizen, A Division of Postmedia Network Inc.",511110.0
Tri-Con Excavating Inc,237990.0
1556806 (Zander Sheet Metal Ventilation Inc),238220.0
Bruce-Grey Catholic District School Board,611110.0
Diplock Floors Ltd.,238310.0
Erinview Retirement Residence,623310.0
Jazz Air Lp Co,481110.0
Crozier Mechanical Inc,238160.0
Nestlé Canada Inc.,311351.0
Fiorcon Construction Ltd,236220.0
Crystal Glen Homes Inc,236110.0
Fpinnovations,541380.0
Atlas Printing,323119.0
"International Brotherhood of Electrical Workers, Local Union 303",813930.0
River Terrance Developments,238340.0
Ontario Concrete And Drain Contractors Association,237990.0
North Bay and District Society for the Prevention of Cruelty to Animals,813310.0
Compass Canada Support Services Ltd O/A Eurest Services,561722.0
Mee-Quam Youth Residence,623999.0
Felton Brushes Limited,339990.0
Canadian Blood Services,621990.0
Graceview Enterprises Inc.,236220.0
Metro Ontario Inc. C.O.B. as Metro Bayridge,445110.0
Orangeville Police Services Board,913130.0
University of Guelph,611310.0
Battlefield Bobcat Services,237990.0
842180 Ontario Ltd O/A Maple Leaf Construction,238340.0
Masco Canada Limited,332910.0
Wescast Industries Inc,331511.0
ITWAL Limited,413190.0
General Electric Canada,417930.0
Heritage Glen,623310.0
Corporation of the County of Huron Health Unit,621494.0
Kinark Child And Family Services,624110.0
William W Creighton Youth Services,624110.0
Brant Haldimand-Norfolk Catholic District School Board,611110.0
Kensington Place Retirement Residence,623310.0
L S Z Construction Ltd,238140.0
Village on the St. Clair,623310.0
Tbaytel,517210.0
London Health Sciences Centre,622111.0
Corporate Foods Ltd,493110.0
Nordell Excavating Ltd,238990.0
Concrete Forming (1980),238120.0
Fort William Family Health Organization,621110.0
Hutton Transport Ltd,484121.0
Wilfrid Laurier University,611310.0
Guelph General Hospital,622111.0
Bell Canada,517112.0
Securitas Canada Limited,561612.0
Extendicare (Canada) Inc,623110.0
Thornton Group (2003) Inc,237110.0
Easyflow Mechanical Inc,238220.0
Rexall/Pharma Plus Pharmacies Ltd,446110.0
Hermes Bakery Ltd,311814.0
1434378 Ontario Inc O/A Commercial Cleaning Services,236220.0
Community Living Georgina,623210.0
Skycrane Ltd,238120.0
Snowy Hill Excavating Inc,237310.0
Unifor Local 462,813930.0
CBI Home Health Hamilton,621610.0
Hillmer-Rossi Electric Ltd,238210.0
Tip Top Cleaning Services,561722.0
Bn Caulking & Fireproofing Ltd,238140.0
Jim Robinson Contracting Inc,237990.0
Machell Park Inc O/A Howard Johnson Hotel,721111.0
St. Stanislaus-St. Casimir's Polish Parishes Credit Union Limited,522130.0
"1696606 Ontario Limited, c.o.b. Simcoe & Byng Freshco",445110.0
Gunther Mele Limited,339940.0
Blair Mcilmoyle,238910.0
Global Spectrum Facility Management,711311.0
Best Western Plus,721111.0
Belron Canada Inc,
St Joseph General Hospital Elliot Lake,622111.0
Greater Sudbury Police Services Board,913130.0
"G6 Canada Hospitality ULC, d/b/a Motel 6",721114.0
Lecours Lumber Company Limited,321111.0
Assaulted Women's Helpline (AWHL),624190.0
Reliance Comfort LP,811412.0
West Grey Police Services Board,913130.0
Oxford SC Terrace Toronto LP,623310.0
Renfrew County District School Board,611110.0
Fyfe Mechanical Plumbing & Heating,238220.0
District Municipality of Muskoka - The Pines Centre for Seniors,623110.0
Emlco Contracting Inc,238390.0
Sunset Motel Ltd,721111.0
Marciano Doors & Trim Co Ltd,238350.0
1173691 Ontario Inc (Giesbrecht Concrete Floors),238120.0
Gravel Doctor Construction & Materials,238910.0
Canadian Opera Company,711112.0
Corporation of The City of Welland,913910.0
Catholic Children's Aid Society of Toronto,624110.0
Better Living at Thompson House,623310.0
Low's Glass & Mirror Co. Ltd.,238150.0
Corporation of the Municipality of Magnetawan,913910.0
Veolia ES Canada Industrial Services Inc.,541990.0
L'Abbe Plumbing And Heating,238220.0
HCL Logistics,493110.0
1627417 Ontario Inc (Gauthier Sheet Metal),238220.0
Carmeuse Lime (Canada) Limited,212314.0
Triad Contracting,237990.0
Ward And Burk Micro Tunnelling Ltd,237990.0
Hydro Ottawa Ltd,221122.0
Rmm Sheet Metal Inc,238220.0
Ottawa Police Services Board,913130.0
Wajax Power Systems,417230.0
Fiorcon Construction Ltd,237310.0
Enzo Paving Inc,237990.0
Pleasant Meadow Manor,623110.0
Tendercare Nursing Homes Ltd,623110.0
"Board of Health for the Sudbury and District Health Unit, operating as Public Health Sudbury & Districts",621494.0
Central Canadian District of the Christian and Missionary Alliance in Canada (Operating as Cama Woodlands),623110.0
Petro-Canada Lubricants Inc,324190.0
Neighbourhood Legal Services,541110.0
Villano Construction Limited,236220.0
Corporation of the City of Kitchener,913910.0
Board of Health of The Thunder Bay District Health Unit,621494.0
Invista (Canada) Co,325220.0
National Basketball Assn,711211.0
Chateau Gardens Nursing Home (Lancaster),623110.0
Woodstock Police Services Board,913130.0
Nova Cold Logistics,493120.0
Corporation of the County of Huron Health Unit,621494.0
United Way of Greater Toronto,813210.0
Flex-N-Gate Lakeshore Division,336370.0
Durham District School Board,611110.0
Nipissing University,611310.0
InnPower Corporation,221122.0
1193093 Ontario Inc (Three M Excavating & Grading),236110.0
Addictions Mental Health Services - KFLA,621420.0
General Maintenance Services,237990.0
Central Communications,561420.0
Victorian Order of Nurses,621610.0
Niagara Falls Humane Society,812910.0
Peel Condominium Corporation #323,531310.0
Thistle Printing Limited,323119.0
Corporation of The Municipality of Neebing,913910.0
Essex Terminal Railway Company,482112.0
Childrens Mental Health Services,624110.0
Police Services Board of the City of Brockville,913130.0
Royal Conservatory of Music,611610.0
Osprey Media Publishing Inc,511110.0
Halton District School Board,611110.0
D. M. Robichaud Associates Ltd.,238910.0
A E Belmont Inc,237130.0
Fortinos Supermarket Ltd,445110.0
1349200 Ontario Inc (Pdm Construction Services),237310.0
Board of Directors of Bridgepoint Hospital,622310.0
Children's Mental Health of Leeds and Grenville,621420.0
DSI Underground (formerly Mansour Mining Technologies Inc.),332329.0
Rykka Care Centre LP at Cooksville Care Centre,623110.0
ATU Canada,813930.0
Sarjeant Company Limited,327320.0
LiUNA Pension Fund of Central and Eastern Canada,526111.0
Extendicare (Canada) Inc,623110.0
Copper River Inn and Conference Centre,721112.0
The Assn of Millwrighting Contractors of Ontario Inc,238299.0
Crown in Right of Ontario Represented by Management Board of Cabinet (Ontario Government),912910.0
PCN Construction Group Inc.,237110.0
Purolator Inc.,492110.0
Simcoe County District School Board,611110.0
Sarginson & Cox Construction Co Ltd,237990.0
1887014 Ontario Ltd. O/A Service Master Contract Services Of London,
Community Living Campbellford/Brighton,623210.0
Community Living London,623210.0
District School Board Ontario North East,611110.0
Parkdale Activity-Recreation Centre,624310.0
Temiskaming Hospital,
Bjw Tools & Equipment,236220.0
Compass Group Canada (Morrison) Ltd,722310.0
Gss Security Ltd,561612.0
Open Hands,623210.0
Sarnia & District Society for Prevention of Cruelty to Animals,813310.0
Servico Limited/Limitée,447190.0
786222 Ontario Inc. operating as Harold Phillips Haulage,238140.0
Lorne J Mcguire Plumbing,236110.0
PepsiCo Foods Canada,311919.0
Lafarge Paving & Construction Ltd,237310.0
Paramed Home Health - Sault Ste. Marie,621610.0
1791284 Ontario Inc,237120.0
Senate of Canada,911910.0
John Bear Buick Chevrolet Gmc Cadillac Ltd,441120.0
Town of Georgina Public Library Board,519121.0
London Health Sciences Centre,622111.0
Bell Technical Solutions Inc,517111.0
University of Toronto,611310.0
Kinark Child And Family Services,
Ornge,621912.0
1103324 Ontario Inc (Lacroix Contracting),236220.0
Multiseal Waterproofing & Restoration,236110.0
St. Joseph's Heritage (Bethammi Nursing Home),623110.0
Renfrew Victoria Hospital,622111.0
Wicks Construction and General Contracting Ltd. (Ontario Corporation Number 2124279),236110.0
1403176 Ontario Ltd (Maple Bricklayers),238140.0
"Grand Valley Building Supplies Co., A Division of GVBS Inc.",416310.0
Nisbet Lodge Home For The Aged,623110.0
Belluz Group Ltd,238340.0
Manel Construction,237990.0
Leeds & Grenville Community Family Health Team (LGCFHT),621494.0
Borics Family Haircare Centres,812116.0
Heavy Construction Association of Windsor,237990.0
Electrical Power Systems Construction Assn,237130.0
Empire Paving Ltd,237310.0
Highview Wilson Child Care Centre,624410.0
"Hamilton Web Printing, Hamilton Community News a Division of Metroland Media Group Ltd.",511110.0
Impact Cleaning Services Ltd.,561722.0
International Installation Inc,339950.0
Atlas Fence (1987) Inc,238990.0
Lafarge Canada Inc.,327320.0
Heritage Nursing Home Ltd,623110.0
"Sandgate, Womens Shelter of York Region Inc",623991.0
Autoliv Canada Inc,336390.0
"Medical Pharmacies Group Limited (Oshawa, Clinic, Byron, Taunton, Courtice)",446110.0
Richmond Sod Ltd.,238990.0
St. Lawrence Seaway Management Corporation/Corporation de Gestion de la Voie Maritime du Saint-Laurent,488310.0
"Ottawa Citizen, a division of Postmedia Network Inc.",511110.0
FCA Canada Inc.,415290.0
Corporation of The Town of Ajax,913910.0
Fred Victor Centre,624220.0
Crane Canada Co (Crane Supply Pembroke Div),532490.0
Concreate Usl Ltd,238110.0
Group Mechanical Inc,238220.0
Anishnawbe Mushkiki Inc.,621494.0
Canscot Masonry Inc,238140.0
Road Mill Construction Inc,237990.0
University of Ottawa/Université d'Ottawa,611310.0
Waste Management of Canada Corporation,562210.0
Turner Murray Contractors Inc,238120.0
A W S Drywall,236110.0
Underwriters Laboratories of Canada Inc,541380.0
Babcock Community Care Centre,623110.0
Brenmar Heating & Air Conditing Ltd,238220.0
Magellan Aerospace Ltd (Haley Industries Ltd),331529.0
Compass Canada Support Services Limited O/A Eurest Services,561722.0
Diversicare Canada Management Services Co Inc c.o.b as Hardy Terrace,623110.0
Earth Boring Company Ltd.,237110.0
Mackenzie Health,622111.0
University of Sudbury,611310.0
Arnprior Builders Supplies,416310.0
Kilean Lodge,623110.0
Wellington Catholic District School Board,611110.0
Royal Crown Aluminum Inc,238170.0
Conseil Scolaire Catholique Providence,611110.0
"Canada Catering, a division of Brown’s Fine Food Services Inc.",722320.0
Frame Worx Contracting,236220.0
MacKenzie Black Fabricating Company,332999.0
Teamsters Canada Rail Conference,813930.0
Middlesex-London Health Unit,621494.0
Corporation of The City of Orillia,913910.0
Bee-Clean (Toronto) Ltd,561722.0
GDI Services (Canada) LP,561722.0
Carefor Health and Community Services,621610.0
Tvg Construction Ltd,237990.0
Glazier Medical Centre,621110.0
Corporation of the Town of Richmond Hill,913910.0
1192473 Ontario Limited c.o.b. as Chartwell James Street Place,623310.0
Caressant Care Nursing and Retirement Homes Limited (Caressant Care on McLaughlin Road),623110.0
Massarella Construction Inc,237120.0
N. Tepperman Limited,442110.0
1169756 Ontario Ltd (Afcon Construction Ltd),238140.0
Board of Governors of Exhibition Place,713110.0
DOL Hydroseeding Inc.,238990.0
Harmony Infrastructure Inc,236220.0
Compass Group Canada Ltd.,722310.0
Bruce Grey Child And Family Services,624110.0
Touchstone Site Contractors Inc,238990.0
Niagara Health System,622111.0
Brock University,611310.0
Ottawa-Carleton District School Board,611110.0
"Country Fresh Packaging, an operating Division of Dominion Citrus Limited",413150.0
Inscape Corporation,337214.0
Ontario Gaming East Limited Partnership,713210.0
Ceva Freight Canada Corp.,484110.0
Sterling,238990.0
Budgetcar Inc. (City),532111.0
St Josephs Home Care,
Unicco Services Canada Co,561722.0
Synergy Carpentry Inc,238350.0
Primate's World Relief and Development Fund,813310.0
Ontario Educational Communications Authority,515120.0
Wilkinson Chutes Canada,332439.0
Royal Fence Ltd.,238990.0
Gm Tile Ltd,238140.0
Corporation of The City of Woodstock,913910.0
Sona Construction Limited,237990.0
Charron Transport Limited,484210.0
Coores Construction Inc,237110.0
Superior Seamless Eavestrough,238350.0
Syncreon,493110.0
Valbruna Asw Inc,331110.0
Hachette Distribution Services (Cda) Inc,451210.0
Ikon Concrete Finishers Inc,238120.0
Lambton Hot Mix Ltd.,238990.0
S B And A Foundry Ltd,331529.0
Astenjohnson,314120.0
Jim Mattice Company Ltd.,238910.0
University of Western Ontario Faculty Assn,813930.0
L.S.Z. Construction Limited/1692298 Ontario Inc. o/a Maximus Construction,238140.0
R.A.B. Properties,531310.0
Expert Eavestroughing,238160.0
Corporation of The County of Essex,913910.0
Rocco Stucco Inc,236220.0
Corporation of The City of Ottawa,913140.0
Caressant Care Nursing and Retirement Homes Limited – Cambridge Country Manor,623110.0
Great Lakes Power Limited (GLPL),221121.0
619750 Ontario Ltd (Central Hotel Dryden),721111.0
Weston Bakeries Limited,311814.0
York Condominium Corporation No. 111,531310.0
"Stratford Beacon Herald, A Division of Sun Media Corporation",511110.0
Grizzly Concrete Cutting Inc.,236220.0
Corporation of the City of Thunder Bay,913910.0
La Résidence Prescott Et Russell/Prescott and Russell Residence Comtés Unis De Prescott Et Russell/United Counties of Prescott and Russell,623110.0
147067 Canada Inc (Plomberie Axel Plumbing),238220.0
Lehigh Hanson Materials Limited,327320.0
City of Pickering Public Library Board,519121.0
A & A Forming Ltd.,238190.0
2356827 Ontario Ltd O/A Karhu Construction Ltd,238350.0
Sutherland-Schultz Inc,238390.0
East Side Mario's Fallsview,722511.0
Food And Commercial Workers Union Local 459,813930.0
Bloorview School Authority,611110.0
Evenflow Plumbing & Heating,236110.0
Religious Hospitallers Of Saint Joseph Of The Hotel Dieu Of Kingston,622111.0
Thresholds Homes and Supports Inc.,624120.0
Bartek Masonry Ltd,238140.0
Trinity Contracting & Landscaping Ltd,238990.0
Hand Association of Sewer Watermain and Road Contractors,237110.0
2376440 Ontario Inc. cob as My Health Centre,621510.0
Progress Childcare (Scarborough) Inc,624410.0
Evripos Janitorial Services Ltd,561722.0
Onbelay Automotive Inc.,332810.0
J & A Cleaning Solutions Ltd,561722.0
Ottawa Public Library Board,519121.0
J M D Metals Inc,238220.0
Cassavia Estate Homes,236110.0
Hydro One Inc,221111.0
"1148956 Ontario Ltd, As Winkel's Your Independent Grocer (Y.I.G.)",445110.0
Technicore Underground Inc.,237990.0
Canadian B B R  Inc.,238120.0
Dalla Bona Construction Inc,238990.0
Board of Governors of St. Jerome's University,611310.0
RCSS Inc. operating business as Real Canadian Superstore,445110.0
Mc Commercial Inc. A Sister Company Of Mabe Canada Inc.,335223.0
Corporation of the Town of Newmarket,913140.0
Kemira Water Solutions Canada Inc,325999.0
Aylmer Police Services Board,913130.0
110798898 Ontario Limited o/a Nutra 2000 (Ottawa),722310.0
First Source Electric Ltd,238210.0
Child Development Institute,624110.0
C.E. MacPherson Co. (Division of Conrex Steel Ltd.),332319.0
Compass Canada Support Services Limited O/A Eurest Services,561722.0
Ferma Construction Ltd,237310.0
Able Crane Services Ltd,237990.0
Bernardo Group Ltd,238340.0
Carillion Construction Canada,237310.0
Mics Group of Health Services,622111.0
Fiorino Concrete,236210.0
Associated Mechanical Trades Inc,238220.0
United Air Lines Inc,
Halton Catholic District School Board,611110.0
Gdi Services (Canada) Lp,561722.0
St. Stephen's Community House,624190.0
Blue Star Earthmoving,238910.0
Alpha Free Flow Industries Ltd,332329.0
Canadian Blood Services,621990.0
Children's Hospital of Eastern Ontario,622112.0
Michael Garron Hospital,622111.0
Canada Revenue Agency (Cra),911910.0
St. Joseph's Continuing Care Centre operating as Hotel Dieu Hospital,622310.0
Cayuga Asphalt & Construction Co Ltd,237310.0
Outfront Media Canada LP,339950.0
Board of Regents of Huntington University,611310.0
Maple-Crete Inc,237310.0
Martin-Brower of Canada,413110.0
Providence Care Centre - St. Mary'S Of The Lake Hospital,622310.0
University of Windsor,611310.0
Magic Maintenance Inc,561722.0
Diversified Transportation Ltd.,485990.0
Domca Forming Ltd,237130.0
Bearskin Lake Air Service Lp,481110.0
Beneff Concrete Ltd,238120.0
Tlcm Trenching,237990.0
Gdi Services (Canada) Lp,561722.0
Vopak Terminals of Canada Inc.,493190.0
TMS International Canada Limited,561990.0
Chateau Ottawa Hotel Inc. (c.o.b. as Sheraton Ottawa Hotel),721111.0
Domtar Inc.,322121.0
Trillium Infrastructure Ltd,237110.0
Birla Carbon Canada Ltd.,325130.0
Jamieson Laboratories Limited,325410.0
Collus PowerStream Corp.,221122.0
Bee Clean Building Maintenance,561722.0
March of Dimes Canada,623222.0
Laurentian University,611310.0
Competitive Metals,238220.0
University Health Network - Toronto General Hospital,622111.0
Power Line Plus Civil & Electrical Contractor,237130.0
Waterloo Catholic District School Board,611110.0
Board of Management of The Toronto Zoo,712130.0
Ba International Inc,323119.0
Crane Edil Equipment,237990.0
Chimo Youth And Family Services,624190.0
Zach Glover Construction,237990.0
Jempak GK Inc,325190.0
Unitel Construction Ltd,238140.0
Allteck Mechanical Inc,238220.0
"Waterloo Region Record, A Division of Metroland Media Group Inc.",511110.0
Regional Municipality of Waterloo (Sunnyside Home),623110.0
Ekum-Sekum Inc (Brantco Construction),237310.0
Domtar,322121.0
Forest Valley Terrace by Symphony,623310.0
St Thomas-Elgin General Hospital,622111.0
Centennial Hotels Limited o/a Cambridge Suites Toronto,721111.0
Orangeville Hydro Ltd,221122.0
York Condominium Corporation No. 301,531310.0
Omni King Edward Hotel,721111.0
Causeway Work Centre,621494.0
"Dufferin Concrete, Division of CRH Canada Groups Inc.",327320.0
Slacan Industries Inc,335930.0
Corporation of the City of Guelph,621911.0
Knollcrest Lodge,623310.0
Town Inn Hotel,721111.0
Toronto Marriott Bloor Yorkville,721111.0
Lakeside Plastics Ltd,326198.0
Toebe Construction (Canada) Inc,237990.0
Roof Vac Inc,238160.0
Muskoka Ready Mix Inc.,327320.0
Yorkdale Ford Lincoln Sales,441110.0
Chartwell Seniors Housing Reit (Gibson Retirement Home),623310.0
York Catholic District School Board,611110.0
"International Union of Operating Engineers, Local 793",813930.0
Manitoulin Centennial Manor Home For The Aged,623110.0
La Coopérative Agricole D'Embrun Ltée,445110.0
"Continental Tire Canada, Inc.",541710.0
MUC Shelter Corporation c.o.b as Sojourn House,624190.0
Mirolin Industries Corp,326191.0
Consbec Inc,237310.0
Toda Advanced Materials Inc.,335910.0
Royal Homes Limited,321992.0
Corporation of the County of Frontenac,621911.0
Oxford Street Valu-Mart,445110.0
Hoe-Man Excavating Ltd,237120.0
Haldimand County Hydro Inc,221122.0
York Region District School Board,611110.0
Brighton Beach Power Limited (BBPL),221119.0
Community Visions & Networking (Quinte) Association,624120.0
Holiday Inn Express & Suites,721111.0
Wright Lithographing Inc.,323119.0
VON Canada - Ontario Branch Windsor-Essex Site,621610.0
New Age Aluminum Ltd.,238170.0
GDI Services (Canada) LP,561722.0
Muskoka Algonquin Healthcare,622111.0
Corporation of the Township of O'Connor,913910.0
Corporation of The City of St Thomas,913140.0
Glencore Canada Corporation - Sudbury Integrated Nickel Operations,212232.0
Aecon Utilities,236110.0
Y.W.C.A Sudbury / Y.W.C.A Genevra House / Y.W.C.A Brookwood Apartments,624190.0
Pepsico Foods Canada Inc.,311410.0
Ross Memorial Hospital,622111.0
Montevista Contracting Inc,237120.0
Lakehead University,611310.0
Regional Municipality of Peel,623310.0
Ventra - Ridgetown Division of Ventra Group Inc,336330.0
Giorgi Bros (1994) Inc,236220.0
Canadian Mental Health Assn (Grand River Branch),621420.0
District of Timiskaming Social Services Administration Board,624190.0
Harrowood Seniors Community,623310.0
Patterned Concrete Ontario Inc,237310.0
T A G A Contracting Ltd,238190.0
Henderson Builders Ltd,237130.0
2071111 Ontario Inc. c.o.b. as Comfort Inn & Suites,721111.0
Project Hostel o/a Yellow Brick House,623991.0
Huron-Superior Catholic District School Board,611110.0
Hôpital Glengarry Memorial Hospital,622111.0
Doet Excavating & Grading Ltd,237130.0
Waterloo Catholic District School Board,611110.0
Jmx Rentals,237990.0
OPSEU Pension Trust,526111.0
Halton Catholic District School Board,611110.0
Northumberland Hills Hospital,622111.0
Bay Haven Senior Care Community,623110.0
1285368 Ontario Inc (Wall-Tech Drywall),238140.0
Brock University,611310.0
Brian Cullen Motors Limited,441110.0
Skycharter Ltd,488190.0
Dufferin-Peel Catholic District School Board,611110.0
Ramco Installation Ltd,237130.0
Hastings And Prince Edward District School Board,611110.0
"Vanfax, Division of Belron Canada Inc.",811122.0
1230172 Ontario Inc. and 2067166 Ontario Inc.,623310.0
2035205 Ontario Ltd (Britannia Price Chopper),445110.0
"Carswell, A Division of Thomson Reuters Canada",511120.0
Fusillo Group Ltd,238910.0
Coleman Care Centre,623110.0
Veolia Es Canada Industrial Services Inc.,541990.0
Grand River Hospital Corporation,622111.0
Peer Support South East Ontario,621420.0
Dole Contracting Inc.,238350.0
Metro Ontario Inc. c.o.b. as Metro Elmvale Acres,445110.0
Bluewater Health,622111.0
"Family and Children's Services of Lanark, Leeds and Grenville",624110.0
Corporation of The Township of White River,913910.0
Cornwall Public Library,519121.0
Goldcrest Integrated Support Care Centre,624120.0
Green Land Construction Co,238340.0
Leroy Construction Equipment Rental,237310.0
Waste Management of Canada Corporation,562990.0
Shepherd Village Inc.,623310.0
"Caressant Care Nursing and Retirement Homes Limited, Bonnie Place Nursing Home",623110.0
M.J.A. MacGowan Holding Ltd. c.o.b. as Braemar Retirement Home,623110.0
"Fenner Dunlop (Bracebridge), Inc.",326220.0
Kingston Central Ambulance Communications Centre,621911.0
Auto Warehousing Company Canada Ltd,488490.0
Sysco Central Ontario,413110.0
York Condominium Corporation No. 281,531310.0
Osprey Media Group Inc (Niagara Newspaper Group Inc),511110.0
Hamilton-Wentworth District School Board,611110.0
Pinehurst Store Fixtures Inc.,337215.0
Toronto Police Services Board,913130.0
Hammer Town Staffing Inc,238990.0
Mapleridge Mechanical Contracting Inc,238220.0
Almonte General Hospital,622111.0
Tallman Technologies Inc,331523.0
Greyhound Canada Transportation Ulc,485210.0
Arnprior Aerospace Inc.,336410.0
Robynwood Homes,236110.0
Sutherland-Schultz Inc,238390.0
Revera Retirement L.P. Operating as Edinburgh Retirement Residence,623310.0
Gravel Doctor Construction & Materials,238910.0
Avanti Specialty Construction Services Inc,236220.0
Corporation of The Township of Brock,913910.0
Juliano Masonry Ltd,238140.0
Mini-Skool A Childs Place Inc,624410.0
Kelvin Teedell Masonry,238140.0
Masonry Novo Milenio,238140.0
Outotec Canada Ltd (Formerly Brendan Construction(South),238910.0
Graphic Communications Benefits Administration Corporation,524112.0
Pipe Line Contractors Assn of Canada,237120.0
Association des enseignantes et des enseignants franco-ontariens (AEFO),813930.0
Trans Continental Equipment Ltd,332329.0
1202126 Ontario Ltd (O/A X-Treme Concrete Pumping),237990.0
National Arts Centre Corp,711311.0
Centre For Spanish Speaking Peoples,813410.0
Terracon Underground Ltd.,237310.0
Chep Canada Inc.,417320.0
F G Lister & Co Ltd,413150.0
Brockville General Hospital,622111.0
Multi Construction Services 1519753 Ontario Limited,237990.0
Lakeridge Health Corp,622111.0
280 Wellesley Residences Ltd.,531111.0
Pickering City Centre,623310.0
Women's Place of South Niagara Inc. (Nova House),623991.0
Kel-Gor Limited,332319.0
Public Services Health and Safety Association,813920.0
